date,Portfolio 1,Portfolio 2,Portfolio 3,Portfolio 4,Portfolio 5,Portfolio 6,Portfolio 7,Portfolio 8,Portfolio 9,Portfolio 10,Portfolio 11,Portfolio 12,Portfolio 13,Portfolio 14,Portfolio 15,Portfolio 16,Portfolio 17,Portfolio 18,Portfolio 19,Portfolio 20,Portfolio 21,Portfolio 22,Portfolio 23,Portfolio 24,Portfolio 25
1993-12-31,-0.031125898734177215,0.04273990714285714,-0.04364425980392157,0.014526956284153006,0.06466757798165138,0.02166140314136126,0.04023516788321168,0.05269344444444445,0.04217664,0.004428618421052631,0.04625835714285714,0.023737144,0.03594785119047619,0.03707068421052632,-0.03370832432432432,0.0016585333333333327,0.016480826086956522,0.03993268674698795,0.0042977363184079605,-0.00537592385786802,0.02770398353909465,0.008962115646258503,-0.0098545,0.03925401769911504,0.040360548387096774
1996-12-31,-0.05682659629629629,0.042587918660287084,-0.06213867659574468,0.018630352173913043,0.008063506172839506,0.01709860251046025,0.02956911052631579,0.025282855172413795,0.04253928813559322,0.03606830147058823,-0.01301426119402985,0.004776494623655914,0.048364673076923076,-0.00593506976744186,-0.09944397749196142,0.01813233480176212,-0.003203759259259259,-0.001960964912280702,0.021176065088757398,-0.0210403984375,0.03374405797101449,0.003314863636363636,0.015685598484848483,0.04327069950738916,0.023645627329192547
1997-12-31,-0.1263782828685259,0.0063533315789473695,-0.12167251776649746,-0.04792768609865471,0.02761703015075377,-0.051734301310043675,-0.024256291005291003,-0.0015459515151515152,0.015753208333333334,-0.05116356198347107,0.06477955862068965,0.06319081067961166,0.05301334693877551,0.013945614864864864,-0.17790203475935829,-0.08074728215767635,0.01360109375,0.02110312820512821,0.020024485915492957,-0.08574191346153846,0.02734778947368421,0.030600966507177033,-0.030958010416666668,0.044478636363636366,0.03684053645833333
1998-12-31,-0.03365415564202334,0.04442307608695652,-0.06891429807692308,0.001787611940298507,0.08435653225806451,0.029343035087719297,0.06193180625,0.08619352597402596,0.14789680821917808,0.14070796946564884,0.07012912857142857,0.03413618309859155,0.05174934862385321,0.05356013815789473,-0.0301282253164557,0.03666311403508772,0.09041053225806452,0.07964191891891892,-0.006023181818181818,-0.017809106194690266,0.022330931428571427,-0.020636776315789473,-0.09100770833333333,0.004988990099009901,0.05404383783783784
1999-12-31,0.03607523404255319,0.05586123428571429,0.025084785714285712,0.027783901098901095,0.16108876086956522,0.059549250000000005,0.12557725531914893,0.17755861635220124,0.36924333333333337,0.2766497908496732,0.07059677931034483,0.038362483870967745,0.01846590306122449,0.1848009603960396,0.08746084942084943,0.2549508620689655,0.2293561527777778,0.17384025333333333,0.001728921686746986,-0.002451441441441441,0.008222541176470588,-0.022623962264150945,-0.04896760843373493,-0.010321907514450867,0.050118854166666664
2001-12-31,0.03475714204545455,0.10449591275167786,0.017622110344827583,0.06942463063063063,0.09256598757763976,0.14755193617021276,0.09684787272727273,0.07548272619047619,0.09458429347826088,0.1233824450867052,0.054598306451612906,0.041322013513513514,0.047381346820809245,0.048798068181818186,0.024041467741935482,0.1536034358974359,0.02300836231884058,0.03243777777777778,0.07552044444444445,0.012089197916666664,0.058645138613861385,0.03864795287958115,0.025371157894736842,0.049383805369127516,0.09882628467153284
2002-12-31,-0.05623477852348994,-0.021782889705882352,-0.05826071666666667,-0.013056330188679246,-0.02630593984962406,-0.049121257142857144,-0.07614134666666666,-0.07534181679389314,-0.0804976,-0.08758625352112677,-0.025209268907563028,-0.0025917826086956524,0.009308292134831461,-0.0398389126984127,-0.12228983143507974,-0.0871619262295082,-0.060818305084745755,-0.054106387755102035,0.018111072164948453,-0.008382408450704225,0.01094754716981132,0.0224734068627451,0.03640568627450981,-0.021428993421052634,-0.008338543624161076
2003-12-31,0.018749106382978723,0.08696678358208955,0.04201693103448276,0.11294426506024095,0.057192854430379754,0.04814204255319149,0.05863575862068966,0.02460620994475138,0.023337977272727274,0.035490659090909094,0.051137354430379756,0.047879578475336325,0.035907777142857145,0.054532766467065875,0.016999119318181818,0.03692652608695652,0.021528731343283584,0.023172710144927534,0.021161291666666665,0.04239673333333333,0.041872337078651685,0.04039828888888889,0.07432104761904762,0.056379647959183675,0.04406339622641509
2004-12-31,0.08951519696969697,0.07626295238095239,0.04298887931034483,0.13579389772727274,0.05292854444444445,0.09578290196078432,0.08174520359281437,0.04148143915343915,0.051771571428571424,0.08530928070175439,0.02480118232044199,0.03715265060240963,0.03257321022727273,0.04105958510638298,0.11804532653061224,0.11930778846153847,0.058894243902439025,0.044218245033112585,0.04842042857142857,0.01826563333333334,0.056944267857142856,0.043926734693877555,0.014429347826086956,0.02877777011494253,0.018324815642458102
2007-12-31,-0.03325788888888889,0.018029349206349205,-0.12713651162790698,-0.03756816438356165,0.0034323366834170853,-0.022628077777777776,0.01844268382352941,-0.0027396399999999994,0.03646460169491526,-0.010081005813953488,0.00870396335078534,-0.015238015748031495,-0.01107992485549133,0.0037592995391705067,-0.09162900602409638,-0.044020111675126906,-0.01561888,-0.019538153846153847,-0.017927871428571426,-0.04544079166666667,-0.0038108979591836736,-0.04074527272727273,-0.06383829508196721,-6.954794520548044e-05,-0.004095567901234568
2008-12-31,-0.046528458715596334,0.098243225,-0.051691903225806454,0.024224831460674154,0.0631778231292517,0.06495748780487805,0.11300938059701493,0.080703704,0.10073517708333334,0.11214451851851852,0.015209060606060606,0.07335352222222222,0.10032749397590363,0.052794462686567165,-0.02695427476038339,0.07775208588957054,0.07643540909090908,0.05277653211009174,0.021576111111111112,-0.0767001186440678,0.08294467924528301,-0.014790291666666665,-0.15199667428571428,0.00792948275862069,0.024832624113475175
2009-12-31,0.0183676,0.07374393814432989,0.011141041666666665,0.06333479452054795,0.09893693464052288,0.07855208641975309,0.09854073983739838,0.08461802684563759,0.10617912389380531,0.0953422987012987,0.057190825806451615,0.06322495774647888,0.06815330985915494,0.07713845744680851,0.0497537875,0.09219408988764044,0.07142328048780489,0.05387268794326241,0.025949620689655176,0.047894096774193554,0.08681310869565217,0.04634494,-0.02433479113924051,0.08375896103896104,0.0960631
2010-12-31,0.060456025641025646,0.12522255357142859,0.027622968749999997,0.11802791525423728,0.08763364788732395,0.10289388235294117,0.10729007216494846,0.07683293670886077,0.10914053076923078,0.1302528,0.10682883606557377,0.06365312851405623,0.07838282442748092,0.07326756132075472,0.08014233333333334,0.10726208148148147,0.08358779999999999,0.06846728571428572,0.07780113043478261,0.09210147368421052,0.05997513580246914,0.0839013492063492,0.022380965811965813,0.08622237579617835,0.11122238562091503
2012-12-31,-0.03296421428571429,0.05047356976744186,-0.03971745454545454,0.002259208333333334,0.05215594557823129,0.032443370967741934,0.058379056179775284,0.046557489795918366,0.029548416,0.024742493243243242,0.035846402061855666,0.02075789056603774,0.03972777611940298,0.03487880434782608,-0.0016666507936507929,-0.009729153284671534,0.023297727272727272,0.03511943558282209,0.034471195121951216,0.009853363636363636,0.03973869354838709,0.01115807438016529,-0.027620333333333334,0.02820770469798658,0.03861405917159763
2013-12-31,-0.0326582,0.06072414102564102,-0.04009461290322581,0.034035809523809524,0.0400751484375,0.01712772,0.044311451219512195,0.036852574468085104,0.05265595483870968,0.07144244805194806,0.03037587603305785,0.020492603174603174,0.0096249609375,0.040413798611111114,0.01591085393258427,0.03274269354838709,0.04387302083333333,0.03636487439613527,0.03299712195121952,-0.0329585,0.013365380281690143,0.012499618644067796,-0.002729911111111111,0.0007891338028169011,0.020107155172413793
2014-12-31,-0.03777113888888889,-0.010179329268292684,-0.13856473529411764,-0.04635795238095238,0.039705993055555555,-0.029658264150943397,0.09887163541666666,0.06690805517241379,0.08771903703703703,0.0836400606060606,-0.009287187250996014,0.012502021148036255,0.008090806201550386,0.01099755,-0.08594427027027027,0.022823962264150944,0.02872617171717172,0.008970684210526315,-0.051256885714285716,-0.06644507692307693,0.013174141025641024,-0.023119969465648857,-0.06561041025641026,0.01349152380952381,0.005744722513089005
2015-12-31,-0.0848150612244898,-0.0666748125,-0.16846123684210526,-0.058002344827586205,-0.07635113157894736,-0.028489515625,-0.04552231395348837,-0.04257480281690141,-0.026452488888888886,-0.04994157419354839,-0.06324998290598291,-0.026560711974110033,-0.0320085748031496,-0.03142673800738007,-0.13151547857142856,-0.04154532911392406,-0.0036894299999999996,-0.032028518691588785,-0.0076089387755102055,-0.036213875,-0.05215989333333333,-0.02406808661417323,-0.08015737142857143,-0.06508728025477707,-0.061053196629213484
